ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
0,29.0,1,1,14.0,2,1,2,5.0,1,5.0,1,4.0,0,1,0,0.0,2,24715.0
0,45.0,1,1,34.0,1,2,3,3.0,0,3.0,1,5.0,0,3,1,2.0,1,17132.0
0,42.0,0,1,8.0,2,2,2,3.0,3,3.0,1,3.0,1,3,1,0.0,3,25124.0
0,40.0,1,3,15.0,3,2,2,3.0,1,5.0,1,1.0,0,3,1,1.0,2,20473.0
0,33.0,1,1,34.0,2,2,3,3.0,1,3.0,1,2.0,1,1,1,0.0,2,20207.0
0,40.0,1,2,12.0,3,2,2,3.0,4,3.0,2,2.0,1,3,1,1.0,0,31437.0
0,24.0,1,1,27.0,1,2,2,4.0,0,5.0,1,1.0,0,3,0,0.0,1,17296.0
0,45.0,1,1,6.0,1,2,3,3.0,3,4.0,1,2.0,0,3,1,1.0,3,22441.0
0,35.0,1,3,34.0,2,1,3,4.0,0,3.0,1,1.0,0,4,1,2.0,1,17430.0
0,32.0,1,1,11.0,2,1,3,4.0,1,4.0,1,4.0,0,3,1,0.0,2,20878.0
0,36.0,1,3,8.0,2,2,3,3.0,0,3.0,2,4.0,1,3,0,0.0,1,17644.0
0,48.0,1,3,22.0,2,1,3,3.0,1,3.0,1,1.0,0,4,1,0.0,2,21439.0
0,29.0,1,1,15.0,2,2,3,1.0,0,3.0,1,7.0,0,5,1,0.0,1,17451.0
0,33.0,1,3,14.0,2,2,2,3.0,1,5.0,1,3.0,0,5,1,0.0,2,21392.0
1,30.0,1,3,6.0,2,2,3,4.0,1,5.0,1,2.0,0,4,1,1.0,2,24714.0
0,38.0,0,2,16.0,2,2,3,3.0,1,3.0,1,4.0,0,3,0,2.0,2,21077.0
0,35.0,1,1,6.0,3,2,3,4.0,0,5.0,2,2.0,0,1,0,2.0,1,17450.0
0,30.0,1,3,35.0,1,2,2,3.0,3,4.0,1,4.0,0,4,0,1.0,3,24250.0
1,35.0,1,1,8.0,2,1,3,3.0,0,5.0,1,2.0,1,1,1,1.0,1,17074.0
1,53.0,1,1,8.0,1,1,3,4.0,3,3.0,1,1.0,0,5,1,2.0,3,25169.0
0,48.0,1,1,21.0,2,1,3,3.0,0,5.0,1,1.0,0,1,1,0.0,1,17367.0
0,34.0,1,1,13.0,3,2,2,3.0,0,3.0,2,2.0,0,1,0,1.0,1,17972.0
0,55.0,1,3,32.0,3,2,2,4.0,2,3.0,1,2.0,0,3,1,1.0,4,34586.0
0,34.0,1,1,6.0,2,2,2,3.0,1,3.0,1,1.0,0,4,1,0.0,2,20484.0
0,26.0,1,1,9.0,2,1,2,3.0,0,3.0,1,2.0,0,3,1,1.0,1,17061.0
0,38.0,1,3,20.0,2,2,3,3.0,1,4.0,1,1.0,0,5,1,2.0,2,24924.0
0,36.0,1,3,6.0,2,1,3,3.0,1,3.0,3,7.0,0,1,1,1.0,2,21815.0
0,35.0,1,1,16.0,3,1,2,3.0,1,3.0,2,4.0,1,1,1,0.0,2,21142.0
0,39.0,1,3,12.0,3,2,2,1.0,3,3.0,1,3.0,0,4,1,1.0,3,23237.0
0,29.0,0,1,8.0,2,2,2,3.0,1,3.0,1,2.0,0,3,0,0.0,2,23853.0
0,50.0,1,3,5.0,3,2,2,3.0,2,3.0,1,5.0,1,5,0,1.0,4,34331.0
0,23.0,1,1,16.0,1,2,2,1.0,0,3.0,1,3.0,0,1,1,0.0,1,17073.0
0,36.0,0,1,12.0,2,2,3,1.0,1,5.0,1,4.0,1,4,1,1.0,2,20562.0
0,42.0,1,1,15.0,2,2,3,4.0,2,3.0,2,1.0,0,1,1,1.0,4,34613.0
0,34.0,0,1,16.0,1,2,3,4.0,1,3.0,1,2.0,0,4,1,1.0,2,20063.0
0,35.0,1,1,13.0,2,2,3,4.0,0,3.0,1,2.0,0,3,1,0.0,1,17690.0
0,46.0,1,3,6.0,2,2,2,1.0,4,5.0,2,2.0,0,4,1,1.0,0,32567.0
1,28.0,1,1,30.0,3,2,2,3.0,0,4.0,1,2.0,1,1,0,0.0,1,17408.0
0,22.0,0,1,32.0,2,1,2,4.0,0,3.0,1,2.0,1,3,0,0.0,1,17814.0
0,50.0,0,1,26.0,3,2,2,3.0,4,3.0,1,3.0,1,4,1,1.0,0,26245.0
0,32.0,1,1,11.0,2,1,2,1.0,0,3.0,1,4.0,0,5,1,1.0,1,18312.0
0,44.0,1,1,13.0,3,1,2,3.0,2,3.0,1,1.0,1,4,1,1.0,4,34049.0
0,30.0,1,1,13.0,3,2,2,4.0,0,4.0,1,2.0,0,5,0,0.0,1,17141.0
0,45.0,1,1,11.0,3,1,2,5.0,1,5.0,2,2.0,1,3,1,0.0,2,20769.0
0,31.0,0,3,8.0,2,2,2,3.0,1,5.0,2,1.0,0,1,0,0.0,2,20332.0
0,49.0,1,1,31.0,2,1,2,3.0,0,5.0,1,2.0,0,3,0,0.0,1,18211.0
0,39.0,1,1,16.0,3,2,3,3.0,1,5.0,1,3.0,0,5,1,2.0,2,20377.0
0,35.0,1,1,24.0,2,2,2,1.0,1,5.0,1,2.0,0,3,0,1.0,2,20208.0
0,28.0,1,1,33.0,3,1,2,5.0,1,5.0,1,1.0,0,4,1,0.0,2,20208.0
0,21.0,1,1,11.0,3,2,3,3.0,0,3.0,2,2.0,0,1,1,1.0,1,18117.0
1,18.0,0,3,9.0,3,1,3,3.0,0,3.0,2,2.0,1,5,0,1.0,1,16569.0
0,39.0,1,1,9.0,3,2,3,4.0,1,3.0,1,1.0,0,4,0,2.0,2,18069.0
0,40.0,1,1,21.0,2,1,3,4.0,3,3.0,1,2.0,0,1,1,1.0,3,25435.0
0,37.0,1,1,25.0,2,2,2,3.0,1,3.0,1,4.0,0,1,0,0.0,2,20768.0
0,45.0,1,1,8.0,2,1,2,4.0,1,3.0,1,2.0,0,4,1,1.0,2,20770.0
0,38.0,1,1,8.0,3,1,2,4.0,3,3.0,1,4.0,1,5,1,1.0,3,22756.0
1,35.0,1,3,16.0,3,2,2,4.0,3,5.0,1,1.0,0,5,1,1.0,3,25306.0
0,40.0,1,1,22.0,2,1,2,3.0,3,3.0,3,7.0,1,4,1,0.0,3,22945.0
0,44.0,0,2,6.0,2,2,2,3.0,1,3.0,1,5.0,1,5,1,1.0,2,20743.0
0,48.0,0,1,10.0,3,2,2,4.0,4,3.0,1,3.0,0,5,1,1.0,0,30202.0
1,35.0,1,3,21.0,3,2,2,5.0,1,3.0,1,7.0,1,1,1,1.0,2,20440.0
0,27.0,0,1,8.0,3,2,2,3.0,0,3.0,2,3.0,0,3,0,1.0,1,17580.0
1,40.0,1,1,13.0,2,2,3,3.0,0,5.0,2,4.0,1,3,0,1.0,1,17166.0
0,29.0,1,3,16.0,3,2,2,4.0,1,3.0,2,1.0,0,4,1,0.0,2,20869.0
0,36.0,1,1,11.0,2,1,2,3.0,3,5.0,1,5.0,0,4,1,1.0,3,23008.0
0,25.0,0,1,8.0,2,2,3,1.0,1,3.0,1,2.0,0,1,0,1.0,2,20206.0
0,39.0,1,1,18.0,3,2,3,3.0,1,4.0,1,5.0,0,3,1,1.0,2,20295.0
0,49.0,1,1,28.0,2,1,3,3.0,4,4.0,1,4.0,0,4,0,1.0,0,31413.0
0,50.0,1,1,23.0,2,1,2,4.0,3,5.0,1,6.0,0,3,1,0.0,3,28269.0
0,20.0,1,3,8.0,3,1,2,3.0,0,3.0,2,2.0,0,4,0,0.0,1,17783.0
0,34.0,1,1,9.0,2,1,3,3.0,1,4.0,1,2.0,0,5,1,2.0,2,20433.0
0,36.0,1,1,13.0,2,2,3,3.0,0,4.0,2,3.0,0,1,0,2.0,1,17013.0
0,49.0,1,1,12.0,2,1,2,4.0,4,3.0,1,3.0,1,5,1,0.0,0,28966.0
0,36.0,1,1,9.0,2,2,3,1.0,1,5.0,1,7.0,0,1,1,2.0,2,21842.0
0,54.0,1,1,28.0,3,1,3,3.0,4,3.0,1,4.0,0,1,1,1.0,0,32426.0
0,43.0,1,1,21.0,2,2,3,4.0,4,3.0,1,2.0,0,3,1,1.0,0,32603.0
0,33.0,1,3,8.0,3,2,3,3.0,1,3.0,1,2.0,0,3,1,1.0,2,20505.0
0,32.0,1,1,8.0,3,2,2,3.0,1,4.0,1,1.0,0,4,0,1.0,2,20470.0
0,31.0,1,3,11.0,2,1,3,3.0,1,3.0,1,2.0,0,1,0,2.0,2,20476.0
0,49.0,1,1,22.0,3,1,3,3.0,0,5.0,1,5.0,1,1,1,1.0,1,17587.0
0,38.0,0,1,8.0,3,1,2,4.0,0,4.0,2,2.0,0,1,1,0.0,1,17440.0
0,47.0,1,3,8.0,2,1,2,1.0,4,4.0,1,7.0,0,1,0,0.0,0,30972.0
0,49.0,1,1,6.0,2,2,2,3.0,4,3.0,2,5.0,0,3,1,0.0,0,30379.0
0,41.0,1,3,29.0,2,2,3,3.0,3,3.0,3,4.0,1,3,0,2.0,3,22082.0
0,20.0,1,3,15.0,2,2,2,3.0,0,5.0,2,2.0,0,1,0,1.0,1,17728.0
0,33.0,0,3,22.0,2,1,2,3.0,1,3.0,1,2.0,1,1,0,0.0,2,20368.0
0,36.0,1,1,32.0,2,2,3,3.0,1,3.0,1,7.0,0,3,1,0.0,2,20347.0
0,44.0,1,2,6.0,2,1,2,3.0,0,3.0,1,5.0,1,3,1,0.0,1,18195.0
0,38.0,1,1,10.0,3,1,2,3.0,0,3.0,1,1.0,0,5,0,0.0,1,18306.0
0,53.0,1,1,30.0,3,2,2,1.0,3,3.0,1,4.0,0,3,0,1.0,3,22005.0
1,48.0,0,3,13.0,3,1,3,3.0,0,3.0,1,3.0,1,4,1,1.0,1,17655.0
1,32.0,1,1,8.0,2,2,3,3.0,0,4.0,2,2.0,0,3,1,1.0,1,16393.0
0,26.0,0,1,13.0,3,2,3,3.0,0,3.0,2,2.0,0,4,1,2.0,1,17570.0
0,60.0,1,1,6.0,3,2,3,5.0,3,3.0,1,4.0,0,5,0,0.0,3,25883.0
0,33.0,1,1,27.0,3,2,3,1.0,0,4.0,1,2.0,0,1,1,1.0,1,17028.0
0,37.0,0,3,6.0,3,2,2,5.0,1,3.0,1,2.0,0,1,0,1.0,2,24525.0
0,34.0,1,1,25.0,2,1,2,4.0,0,3.0,1,2.0,0,4,1,1.0,1,17929.0
1,23.0,1,3,13.0,2,2,2,3.0,0,3.0,1,2.0,1,1,1,0.0,1,17275.0
0,44.0,1,1,8.0,2,1,3,1.0,3,3.0,1,2.0,1,4,1,0.0,3,22879.0
0,43.0,1,3,8.0,3,2,3,3.0,1,3.0,1,2.0,1,3,0,0.0,2,22847.0
0,41.0,1,3,12.0,3,2,2,3.0,3,3.0,3,2.0,0,5,1,0.0,3,24241.0
0,29.0,1,1,15.0,3,1,2,3.0,0,3.0,1,1.0,0,5,1,1.0,1,17974.0
0,45.0,0,1,6.0,2,2,3,4.0,3,3.0,1,4.0,0,1,1,2.0,3,25748.0
1,24.0,1,2,28.0,2,2,2,5.0,0,3.0,1,2.0,0,1,0,1.0,1,16555.0
1,47.0,0,3,15.0,2,2,2,5.0,4,3.0,1,1.0,0,5,1,1.0,0,27936.0
0,26.0,1,1,23.0,3,2,3,5.0,0,3.0,1,2.0,0,3,0,2.0,1,17305.0
0,45.0,1,1,34.0,1,1,2,4.0,4,4.0,2,2.0,0,3,1,0.0,0,31704.0
0,41.0,0,2,10.0,2,2,2,5.0,1,4.0,1,7.0,0,5,0,1.0,2,21430.0
0,40.0,1,1,14.0,2,1,3,3.0,1,5.0,1,3.0,1,1,0,0.0,2,21516.0
0,46.0,1,1,19.0,2,2,2,3.0,1,4.0,2,7.0,0,4,1,0.0,2,20562.0
0,35.0,1,1,33.0,2,2,2,3.0,1,3.0,1,3.0,0,5,0,1.0,2,21883.0
0,30.0,1,1,22.0,2,2,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,17862.0
0,46.0,1,3,8.0,2,2,3,3.0,3,3.0,1,5.0,1,3,0,2.0,3,25368.0
1,36.0,1,3,19.0,3,2,3,4.0,1,5.0,1,6.0,1,1,1,0.0,2,21134.0
1,32.0,1,3,6.0,2,2,2,5.0,1,4.0,3,7.0,0,3,0,1.0,2,21735.0
0,23.0,1,1,10.0,3,1,2,3.0,0,4.0,2,2.0,0,3,1,1.0,1,18295.0
0,31.0,0,1,30.0,1,1,1,3.0,1,3.0,2,3.0,0,1,1,0.0,2,20238.0
0,39.0,0,1,6.0,2,2,3,3.0,1,3.0,1,2.0,1,5,1,2.0,2,21472.0
0,32.0,1,3,25.0,2,2,3,5.0,3,3.0,1,4.0,0,3,1,2.0,3,24610.0
0,45.0,1,2,10.0,2,1,2,5.0,3,3.0,1,5.0,0,1,1,1.0,3,24756.0
0,24.0,0,2,16.0,3,2,2,3.0,0,3.0,1,1.0,0,4,1,1.0,1,17145.0
1,30.0,0,2,14.0,2,1,3,4.0,0,3.0,1,7.0,0,5,1,2.0,1,17180.0
0,31.0,1,3,11.0,1,2,2,3.0,1,3.0,1,2.0,0,5,0,1.0,2,23346.0
1,29.0,1,3,15.0,3,1,2,5.0,0,4.0,2,2.0,0,1,1,1.0,1,17760.0
0,29.0,0,1,6.0,2,2,3,1.0,1,3.0,3,1.0,1,3,0,1.0,2,21294.0
0,30.0,1,3,21.0,3,2,3,4.0,3,5.0,1,3.0,0,1,0,2.0,3,22140.0
0,34.0,1,1,8.0,3,2,3,1.0,0,3.0,1,1.0,1,1,0,1.0,1,17932.0
0,33.0,0,3,8.0,3,1,3,3.0,1,4.0,2,1.0,0,1,0,0.0,2,20147.0
1,33.0,1,3,22.0,2,0,3,3.0,3,5.0,3,3.0,1,5,0,0.0,3,23564.0
0,38.0,0,1,8.0,3,1,3,4.0,0,4.0,1,5.0,0,3,0,0.0,1,17468.0
1,31.0,1,3,22.0,3,2,3,3.0,3,3.0,1,3.0,0,5,1,0.0,3,23161.0
0,29.0,1,1,10.0,1,1,3,4.0,0,5.0,1,2.0,0,4,0,0.0,1,17109.0
0,30.0,1,1,22.0,2,2,2,1.0,1,3.0,1,4.0,0,1,1,0.0,2,20294.0
0,32.0,0,1,11.0,1,2,3,3.0,0,4.0,2,3.0,0,3,1,1.0,1,17718.0
0,38.0,1,1,24.0,3,2,2,5.0,1,3.0,1,4.0,1,5,0,1.0,2,20811.0
1,43.0,0,1,23.0,1,2,2,4.0,0,3.0,1,1.0,1,5,1,1.0,1,17437.0
0,42.0,1,1,18.0,3,2,2,3.0,0,4.0,1,1.0,0,1,1,1.0,1,17766.0
0,55.0,1,1,8.0,3,2,2,4.0,2,5.0,1,1.0,0,5,0,1.0,4,34038.0
0,33.0,0,1,10.0,1,2,2,3.0,1,4.0,1,6.0,0,1,0,0.0,2,18055.0
0,41.0,1,1,15.0,2,2,3,3.0,0,5.0,1,2.0,0,5,1,1.0,1,17289.0
0,53.0,0,1,6.0,3,1,2,4.0,4,3.0,1,5.0,1,1,0,0.0,0,27965.0
0,34.0,1,3,9.0,2,1,2,5.0,1,3.0,2,6.0,0,1,1,0.0,2,21029.0
1,21.0,1,3,13.0,3,2,2,3.0,0,4.0,2,2.0,0,5,1,1.0,1,17679.0
1,22.0,1,1,14.0,3,1,3,3.0,0,5.0,1,2.0,1,3,0,1.0,1,17398.0
0,31.0,1,3,35.0,3,1,3,4.0,1,3.0,1,2.0,0,3,1,0.0,2,20468.0
0,51.0,1,1,9.0,1,1,2,3.0,3,3.0,1,3.0,0,4,1,1.0,3,28116.0
0,46.0,1,1,8.0,3,2,2,3.0,2,3.0,1,1.0,1,1,1,1.0,4,34328.0
0,36.0,1,1,16.0,2,2,2,3.0,3,5.0,1,1.0,1,5,1,1.0,3,23321.0
1,44.0,0,1,6.0,3,2,2,3.0,0,4.0,1,2.0,1,3,1,1.0,1,17342.0
1,35.0,1,3,33.0,2,2,2,3.0,1,3.0,2,2.0,1,5,0,0.0,2,20813.0
0,33.0,1,1,14.0,2,2,2,1.0,0,5.0,1,7.0,0,3,1,1.0,1,18143.0
0,28.0,1,1,6.0,2,2,2,3.0,0,3.0,1,2.0,0,1,0,0.0,1,17044.0
0,39.0,1,1,16.0,3,2,3,3.0,3,3.0,3,1.0,0,3,1,0.0,3,28464.0
0,46.0,0,3,32.0,2,2,3,4.0,1,4.0,3,1.0,0,4,1,2.0,2,22991.0
0,42.0,1,1,19.0,3,2,3,1.0,1,5.0,1,6.0,0,4,1,0.0,2,20538.0
0,35.0,0,1,8.0,3,2,2,3.0,1,3.0,1,3.0,0,3,0,1.0,2,20762.0
0,38.0,0,2,8.0,2,2,3,3.0,0,4.0,1,6.0,0,3,1,2.0,1,17592.0
1,34.0,0,1,15.0,2,2,3,3.0,1,5.0,1,5.0,0,3,0,1.0,2,20346.0
0,43.0,0,1,15.0,2,2,2,3.0,0,3.0,2,5.0,0,3,0,1.0,1,17438.0
0,41.0,1,1,11.0,2,2,2,1.0,1,4.0,3,4.0,0,5,1,0.0,2,21870.0
0,41.0,1,3,10.0,3,1,2,3.0,3,3.0,1,1.0,1,1,0,1.0,3,25447.0
0,30.0,1,1,16.0,3,0,3,3.0,3,3.0,3,1.0,0,4,0,0.0,3,24667.0
1,26.0,1,2,26.0,3,1,3,3.0,0,4.0,1,1.0,1,3,0,1.0,1,17148.0
1,46.0,1,1,27.0,3,1,3,3.0,1,4.0,1,5.0,0,3,1,2.0,2,23926.0
0,40.0,1,1,6.0,2,1,2,3.0,1,3.0,1,5.0,0,3,0,1.0,2,21513.0
0,34.0,1,3,14.0,1,2,3,1.0,1,3.0,1,2.0,0,1,0,2.0,2,21799.0
0,58.0,0,3,8.0,3,2,2,3.0,4,4.0,1,5.0,0,4,1,0.0,0,17705.0
0,35.0,1,1,29.0,3,2,3,5.0,0,3.0,1,1.0,0,1,1,0.0,1,17705.0
0,47.0,1,1,10.0,2,1,3,4.0,3,4.0,1,1.0,1,4,1,2.0,3,25333.0
0,54.0,1,1,13.0,3,1,3,3.0,1,3.0,1,5.0,0,3,1,1.0,2,21854.0
0,31.0,0,3,13.0,3,1,3,3.0,3,5.0,1,3.0,0,1,1,2.0,3,24637.0
0,38.0,1,3,8.0,3,1,3,5.0,1,3.0,1,3.0,1,3,0,0.0,2,20405.0
0,58.0,0,1,21.0,2,2,2,3.0,4,3.0,1,3.0,1,1,1,0.0,0,30787.0
0,18.0,0,1,20.0,3,1,2,3.0,0,3.0,2,2.0,0,5,1,0.0,1,16514.0
1,31.0,1,2,24.0,2,2,2,1.0,0,5.0,1,1.0,0,1,1,0.0,1,17956.0
1,29.0,1,2,19.0,2,2,2,4.0,0,5.0,1,5.0,1,5,1,1.0,1,17335.0
0,45.0,0,3,8.0,2,1,3,3.0,1,3.0,1,5.0,0,1,1,2.0,2,20154.0
0,36.0,1,1,8.0,2,1,3,3.0,1,4.0,1,5.0,1,4,0,0.0,2,21962.0
0,43.0,0,3,8.0,2,2,3,3.0,1,3.0,1,2.0,0,3,1,2.0,2,20675.0
0,27.0,0,1,11.0,2,1,2,3.0,0,3.0,2,1.0,1,1,1,1.0,1,17379.0
0,42.0,0,1,16.0,1,2,2,3.0,0,3.0,1,4.0,0,4,1,0.0,1,17936.0
0,47.0,1,1,15.0,2,1,3,3.0,0,3.0,2,5.0,0,3,1,0.0,1,17105.0
0,46.0,1,1,8.0,2,2,2,3.0,3,3.0,1,4.0,0,1,1,1.0,3,23578.0
0,28.0,0,2,6.0,2,2,2,3.0,0,3.0,1,2.0,0,4,0,1.0,1,17706.0
0,29.0,1,1,35.0,2,2,3,5.0,1,3.0,1,1.0,0,5,1,2.0,2,21384.0
1,32.0,1,3,8.0,3,2,2,4.0,1,4.0,3,1.0,1,1,1,0.0,2,24907.0
0,46.0,1,3,9.0,1,1,2,1.0,4,5.0,1,3.0,0,3,1,0.0,0,28225.0
0,29.0,1,2,12.0,3,2,2,4.0,0,4.0,1,2.0,0,3,1,1.0,1,17804.0
0,43.0,1,1,12.0,3,1,2,4.0,2,3.0,1,1.0,0,3,1,1.0,4,34392.0
1,29.0,0,1,30.0,2,2,3,4.0,0,3.0,2,2.0,1,3,1,2.0,1,17439.0
1,46.0,1,3,16.0,2,1,3,3.0,3,4.0,1,6.0,0,1,0,2.0,3,22314.0
0,55.0,1,1,8.0,1,2,3,4.0,0,3.0,1,1.0,0,5,0,0.0,1,17662.0
0,28.0,1,3,9.0,3,1,3,3.0,0,4.0,1,2.0,0,1,1,0.0,1,17856.0
1,30.0,1,3,15.0,3,2,2,3.0,0,3.0,2,2.0,0,5,0,0.0,1,16081.0
1,22.0,1,1,13.0,2,2,3,3.0,0,4.0,2,2.0,1,3,1,0.0,1,17472.0
0,36.0,1,3,16.0,1,1,3,4.0,1,3.0,1,2.0,1,1,1,2.0,2,20673.0
0,34.0,1,3,10.0,2,2,3,3.0,3,3.0,1,3.0,1,4,0,2.0,3,24713.0
0,29.0,1,1,13.0,2,2,2,3.0,0,5.0,2,4.0,0,4,0,0.0,1,17062.0
0,45.0,1,1,31.0,2,1,3,4.0,1,3.0,1,1.0,0,4,0,0.0,2,20906.0
0,40.0,1,1,6.0,2,2,3,3.0,4,5.0,1,3.0,0,3,1,2.0,0,31823.0
0,26.0,1,1,6.0,2,1,2,4.0,0,3.0,1,2.0,1,4,0,0.0,1,17933.0
0,27.0,1,3,8.0,3,1,2,1.0,1,3.0,3,1.0,0,1,0,1.0,2,21500.0
0,48.0,0,1,28.0,3,1,2,3.0,4,3.0,1,4.0,0,5,0,0.0,0,32174.0
1,34.0,0,1,22.0,1,2,2,5.0,0,5.0,1,2.0,1,3,1,0.0,1,17307.0
1,56.0,1,1,30.0,2,2,3,3.0,0,3.0,2,2.0,0,3,0,0.0,1,17587.0
0,36.0,1,3,23.0,3,2,2,4.0,1,4.0,1,3.0,0,4,1,0.0,2,20507.0
0,42.0,1,1,12.0,3,2,2,3.0,3,5.0,1,1.0,0,3,1,0.0,3,28348.0
0,31.0,1,3,16.0,3,1,2,3.0,1,3.0,1,3.0,1,1,0,0.0,2,21583.0
0,34.0,1,3,9.0,3,1,3,4.0,1,3.0,1,4.0,1,3,0,0.0,2,23103.0
0,26.0,0,1,12.0,2,2,3,1.0,0,3.0,1,1.0,0,4,1,1.0,1,17544.0
0,45.0,0,1,6.0,3,2,2,3.0,1,3.0,2,5.0,0,1,1,1.0,2,20399.0
0,33.0,1,3,16.0,3,2,2,3.0,1,3.0,2,2.0,0,1,0,0.0,2,20487.0
0,28.0,0,3,6.0,2,2,2,4.0,1,3.0,1,2.0,1,1,0,0.0,2,21834.0
1,29.0,0,3,30.0,1,2,2,1.0,0,5.0,2,2.0,0,3,1,1.0,1,16091.0
0,39.0,0,3,27.0,2,1,2,5.0,1,3.0,1,7.0,0,5,0,0.0,2,20736.0
0,27.0,1,1,8.0,1,2,2,3.0,0,4.0,1,2.0,0,4,1,1.0,1,17226.0
0,34.0,0,1,28.0,2,2,2,4.0,1,3.0,1,2.0,1,1,1,0.0,2,20747.0
1,28.0,1,3,19.0,3,0,2,3.0,1,3.0,3,4.0,1,5,1,1.0,2,24854.0
0,47.0,0,1,20.0,1,2,3,3.0,1,4.0,1,1.0,0,3,0,2.0,2,20467.0
0,56.0,1,3,17.0,3,1,2,4.0,1,5.0,1,5.0,0,5,0,1.0,2,20380.0
0,39.0,1,1,15.0,3,2,2,3.0,1,5.0,1,2.0,0,4,1,0.0,2,20151.0
0,38.0,0,1,14.0,3,1,2,4.0,1,4.0,1,2.0,1,1,1,0.0,2,17133.0
0,58.0,1,3,27.0,2,1,3,3.0,4,3.0,1,5.0,1,5,1,0.0,0,32875.0
1,32.0,0,1,11.0,2,1,2,1.0,0,3.0,2,4.0,1,1,0,1.0,1,17432.0
0,49.0,0,1,8.0,2,2,2,3.0,2,3.0,1,4.0,0,3,1,0.0,4,34161.0
0,42.0,1,3,18.0,3,2,3,3.0,1,3.0,1,4.0,1,1,0,0.0,2,20087.0
1,27.0,0,2,28.0,2,1,2,4.0,0,4.0,1,2.0,0,1,1,0.0,1,17863.0
0,35.0,1,3,24.0,3,2,3,3.0,1,5.0,1,1.0,0,3,0,0.0,2,17144.0
0,28.0,0,1,22.0,3,2,2,3.0,0,3.0,2,2.0,0,3,0,0.0,1,17144.0
0,31.0,0,1,9.0,3,2,2,3.0,0,5.0,1,2.0,1,1,0,0.0,1,18065.0
0,36.0,0,1,15.0,2,2,3,1.0,0,4.0,1,2.0,0,5,1,0.0,1,17810.0
0,34.0,1,3,6.0,3,2,2,3.0,3,3.0,3,2.0,0,5,1,0.0,3,24888.0
0,34.0,1,3,19.0,3,2,2,3.0,3,3.0,1,2.0,0,1,1,1.0,3,23628.0
0,26.0,1,1,6.0,3,2,3,3.0,0,5.0,2,1.0,0,5,1,2.0,1,17867.0
0,29.0,1,1,6.0,2,2,2,3.0,1,5.0,1,1.0,0,3,1,0.0,2,20373.0
0,32.0,0,1,21.0,3,1,2,3.0,1,3.0,1,6.0,0,3,0,1.0,2,21667.0
1,28.0,1,1,23.0,1,2,2,4.0,0,3.0,1,6.0,0,3,0,1.0,1,17367.0
0,38.0,1,3,6.0,2,2,2,4.0,0,5.0,2,5.0,0,3,0,1.0,1,17858.0
0,35.0,1,3,13.0,2,1,2,3.0,1,3.0,1,2.0,1,4,1,1.0,2,20204.0
0,32.0,1,1,11.0,2,2,2,4.0,1,3.0,3,1.0,0,1,0,1.0,2,24679.0
1,31.0,0,3,32.0,3,2,3,3.0,1,3.0,1,2.0,1,3,0,1.0,2,20617.0
1,53.0,1,3,30.0,2,2,3,3.0,3,5.0,3,7.0,1,3,1,2.0,3,25448.0
0,54.0,1,1,15.0,2,1,3,3.0,1,3.0,1,4.0,0,5,0,1.0,2,17897.0
0,33.0,0,1,13.0,2,2,2,3.0,1,3.0,1,2.0,0,5,1,1.0,2,20968.0
0,43.0,1,1,17.0,2,2,1,3.0,3,3.0,1,2.0,0,1,1,0.0,3,22510.0
0,38.0,0,2,6.0,2,2,2,3.0,0,4.0,1,1.0,1,1,1,1.0,1,17991.0
0,31.0,1,1,8.0,3,1,2,5.0,0,3.0,1,2.0,1,5,1,0.0,1,16129.0
0,39.0,1,3,21.0,3,2,3,3.0,4,5.0,3,1.0,0,1,1,2.0,0,28341.0
0,31.0,0,1,16.0,3,1,2,3.0,3,3.0,1,5.0,0,1,1,1.0,3,26031.0
0,23.0,1,1,18.0,2,2,3,3.0,0,3.0,2,2.0,0,5,1,0.0,1,17647.0
0,40.0,0,1,17.0,1,1,3,3.0,1,3.0,1,2.0,0,3,1,1.0,2,21323.0
0,40.0,1,3,8.0,3,1,3,3.0,1,4.0,1,4.0,0,3,1,1.0,2,20677.0
0,25.0,1,2,8.0,2,1,2,3.0,0,4.0,1,5.0,0,4,0,0.0,1,17187.0
0,47.0,1,1,31.0,3,2,2,3.0,3,3.0,3,3.0,0,3,1,0.0,3,23633.0
0,33.0,0,1,6.0,3,2,2,4.0,0,3.0,1,2.0,0,3,0,0.0,1,17008.0
0,31.0,1,3,8.0,2,2,2,3.0,0,3.0,1,1.0,0,4,1,0.0,1,18067.0
0,38.0,0,1,12.0,2,2,3,4.0,1,3.0,1,3.0,0,4,1,1.0,2,20321.0
0,42.0,1,1,24.0,2,2,2,3.0,1,5.0,1,7.0,1,1,0,0.0,2,20410.0
0,41.0,1,1,6.0,2,2,3,3.0,0,3.0,1,4.0,0,1,0,0.0,1,17782.0
0,47.0,0,1,6.0,3,1,3,3.0,3,4.0,1,1.0,0,5,0,0.0,3,26957.0
0,35.0,1,1,17.0,3,2,2,3.0,0,3.0,1,1.0,1,5,0,0.0,1,17660.0
